model_type,pool_index,layer,position,metric,control,score,num_prompts
untrained,3,2,49,component_accuracy,actual,0.4921875,128
untrained,3,2,49,component_accuracy,shuffled,0.46875,128
untrained,3,3,5,beta_r2,actual,0.03149550408124924,128
untrained,3,3,5,beta_r2,shuffled,-0.08006449043750763,128
untrained,3,3,5,component_accuracy,actual,0.4921875,128
untrained,3,3,5,component_accuracy,shuffled,0.4609375,128
untrained,3,3,10,beta_r2,actual,0.07378311455249786,128
untrained,3,3,10,beta_r2,shuffled,-0.03725258260965347,128
untrained,3,3,10,component_accuracy,actual,0.53125,128
untrained,3,3,10,component_accuracy,shuffled,0.515625,128
untrained,3,3,20,beta_r2,actual,0.07054366916418076,128
untrained,3,3,20,beta_r2,shuffled,-0.084488645195961,128
untrained,3,3,20,component_accuracy,actual,0.6015625,128
untrained,3,3,20,component_accuracy,shuffled,0.515625,128
untrained,3,3,30,beta_r2,actual,-0.030354999005794525,128
untrained,3,3,30,beta_r2,shuffled,-0.032678306102752686,128
untrained,3,3,30,component_accuracy,actual,0.5078125,128
untrained,3,3,30,component_accuracy,shuffled,0.515625,128
untrained,3,3,40,beta_r2,actual,-0.01056655403226614,128
untrained,3,3,40,beta_r2,shuffled,-0.12018867582082748,128
untrained,3,3,40,component_accuracy,actual,0.4453125,128
untrained,3,3,40,component_accuracy,shuffled,0.5546875,128
untrained,3,3,49,beta_r2,actual,0.009088042192161083,128
untrained,3,3,49,beta_r2,shuffled,-0.06388746201992035,128
untrained,3,3,49,component_accuracy,actual,0.5,128
untrained,3,3,49,component_accuracy,shuffled,0.5546875,128
untrained,3,4,5,beta_r2,actual,0.05584653466939926,128
untrained,3,4,5,beta_r2,shuffled,-0.06656277179718018,128
untrained,3,4,5,component_accuracy,actual,0.4921875,128
untrained,3,4,5,component_accuracy,shuffled,0.59375,128
untrained,3,4,10,beta_r2,actual,0.09539924561977386,128
untrained,3,4,10,beta_r2,shuffled,-0.014133617281913757,128
untrained,3,4,10,component_accuracy,actual,0.5546875,128
untrained,3,4,10,component_accuracy,shuffled,0.5234375,128
untrained,3,4,20,beta_r2,actual,0.07754246145486832,128
untrained,3,4,20,beta_r2,shuffled,-0.10600581765174866,128
untrained,3,4,20,component_accuracy,actual,0.6015625,128
untrained,3,4,20,component_accuracy,shuffled,0.484375,128
untrained,3,4,30,beta_r2,actual,0.0001849786058301106,128
untrained,3,4,30,beta_r2,shuffled,-0.08599893003702164,128
untrained,3,4,30,component_accuracy,actual,0.546875,128
untrained,3,4,30,component_accuracy,shuffled,0.546875,128
untrained,3,4,40,beta_r2,actual,0.024680910632014275,128
untrained,3,4,40,beta_r2,shuffled,-0.0645444393157959,128
untrained,3,4,40,component_accuracy,actual,0.46875,128
untrained,3,4,40,component_accuracy,shuffled,0.5078125,128
untrained,3,4,49,beta_r2,actual,0.026402080431580544,128
untrained,3,4,49,beta_r2,shuffled,-0.0552438423037529,128
untrained,3,4,49,component_accuracy,actual,0.5078125,128
untrained,3,4,49,component_accuracy,shuffled,0.4453125,128
untrained,3,5,5,beta_r2,actual,0.0911431834101677,128
untrained,3,5,5,beta_r2,shuffled,-0.0428851842880249,128
untrained,3,5,5,component_accuracy,actual,0.5078125,128
untrained,3,5,5,component_accuracy,shuffled,0.453125,128
untrained,3,5,10,beta_r2,actual,0.10289830714464188,128
untrained,3,5,10,beta_r2,shuffled,-0.09896677732467651,128
untrained,3,5,10,component_accuracy,actual,0.5390625,128
untrained,3,5,10,component_accuracy,shuffled,0.5625,128
untrained,3,5,20,beta_r2,actual,0.08406027406454086,128
untrained,3,5,20,beta_r2,shuffled,-0.015510325320065022,128
untrained,3,5,20,component_accuracy,actual,0.6171875,128
untrained,3,5,20,component_accuracy,shuffled,0.4375,128
untrained,3,5,30,beta_r2,actual,0.019252687692642212,128
untrained,3,5,30,beta_r2,shuffled,0.026484521105885506,128
untrained,3,5,30,component_accuracy,actual,0.5546875,128
untrained,3,5,30,component_accuracy,shuffled,0.5234375,128
untrained,3,5,40,beta_r2,actual,0.050744447857141495,128
untrained,3,5,40,beta_r2,shuffled,-0.09013056755065918,128
untrained,3,5,40,component_accuracy,actual,0.5078125,128
untrained,3,5,40,component_accuracy,shuffled,0.53125,128
untrained,3,5,49,beta_r2,actual,0.04907218739390373,128
untrained,3,5,49,beta_r2,shuffled,-0.10446030646562576,128
untrained,3,5,49,component_accuracy,actual,0.515625,128
untrained,3,5,49,component_accuracy,shuffled,0.53125,128
untrained,3,6,5,beta_r2,actual,0.1131676584482193,128
untrained,3,6,5,beta_r2,shuffled,-0.11505020409822464,128
untrained,3,6,5,component_accuracy,actual,0.5390625,128
untrained,3,6,5,component_accuracy,shuffled,0.4609375,128
untrained,3,6,10,beta_r2,actual,0.09236738085746765,128
untrained,3,6,10,beta_r2,shuffled,-0.10879698395729065,128
untrained,3,6,10,component_accuracy,actual,0.5859375,128
untrained,3,6,10,component_accuracy,shuffled,0.578125,128
untrained,3,6,20,beta_r2,actual,0.07936036586761475,128
untrained,3,6,20,beta_r2,shuffled,-0.007374236825853586,128
untrained,3,6,20,component_accuracy,actual,0.59375,128
untrained,3,6,20,component_accuracy,shuffled,0.546875,128
untrained,3,6,30,beta_r2,actual,0.031180111691355705,128
untrained,3,6,30,beta_r2,shuffled,-0.038999930024147034,128
untrained,3,6,30,component_accuracy,actual,0.515625,128
untrained,3,6,30,component_accuracy,shuffled,0.4765625,128
untrained,3,6,40,beta_r2,actual,0.0744401291012764,128
untrained,3,6,40,beta_r2,shuffled,-0.019035838544368744,128
untrained,3,6,40,component_accuracy,actual,0.4921875,128
untrained,3,6,40,component_accuracy,shuffled,0.4453125,128
untrained,3,6,49,beta_r2,actual,0.08593739569187164,128
untrained,3,6,49,beta_r2,shuffled,-0.08273576200008392,128
untrained,3,6,49,component_accuracy,actual,0.5390625,128
untrained,3,6,49,component_accuracy,shuffled,0.625,128
trained,4,0,5,beta_r2,actual,0.029370127245783806,128
trained,4,0,5,beta_r2,shuffled,-0.08197981864213943,128
trained,4,0,5,component_accuracy,actual,0.578125,128
trained,4,0,5,component_accuracy,shuffled,0.5078125,128
trained,4,0,10,beta_r2,actual,-0.021209580823779106,128
trained,4,0,10,beta_r2,shuffled,-0.06124225631356239,128
trained,4,0,10,component_accuracy,actual,0.5703125,128
trained,4,0,10,component_accuracy,shuffled,0.46875,128
trained,4,0,20,beta_r2,actual,-0.05546388030052185,128
trained,4,0,20,beta_r2,shuffled,-0.03184919431805611,128
trained,4,0,20,component_accuracy,actual,0.4921875,128
trained,4,0,20,component_accuracy,shuffled,0.484375,128
trained,4,0,30,beta_r2,actual,-0.03257593512535095,128
trained,4,0,30,beta_r2,shuffled,-0.08887074887752533,128
trained,4,0,30,component_accuracy,actual,0.546875,128
trained,4,0,30,component_accuracy,shuffled,0.5234375,128
trained,4,0,40,beta_r2,actual,0.012868441641330719,128
trained,4,0,40,beta_r2,shuffled,-0.019961901009082794,128
trained,4,0,40,component_accuracy,actual,0.5703125,128
trained,4,0,40,component_accuracy,shuffled,0.5078125,128
trained,4,0,49,beta_r2,actual,0.017139215022325516,128
trained,4,0,49,beta_r2,shuffled,-0.04445042088627815,128
trained,4,0,49,component_accuracy,actual,0.5390625,128
trained,4,0,49,component_accuracy,shuffled,0.5390625,128
trained,4,1,5,beta_r2,actual,0.7532059550285339,128
trained,4,1,5,beta_r2,shuffled,-0.1324230581521988,128
trained,4,1,5,component_accuracy,actual,0.984375,128
trained,4,1,5,component_accuracy,shuffled,0.5546875,128
trained,4,1,10,beta_r2,actual,0.7526060938835144,128
trained,4,1,10,beta_r2,shuffled,-0.03860655426979065,128
trained,4,1,10,component_accuracy,actual,0.9765625,128
trained,4,1,10,component_accuracy,shuffled,0.59375,128
trained,4,1,20,beta_r2,actual,0.7157129049301147,128
trained,4,1,20,beta_r2,shuffled,-0.1761988401412964,128
trained,4,1,20,component_accuracy,actual,0.9609375,128
trained,4,1,20,component_accuracy,shuffled,0.5390625,128
trained,4,1,30,beta_r2,actual,0.7591601610183716,128
trained,4,1,30,beta_r2,shuffled,-0.20997002720832825,128
trained,4,1,30,component_accuracy,actual,0.9765625,128
trained,4,1,30,component_accuracy,shuffled,0.4375,128
trained,4,1,40,beta_r2,actual,0.6934567093849182,128
trained,4,1,40,beta_r2,shuffled,-0.08689160645008087,128
trained,4,1,40,component_accuracy,actual,0.9765625,128
trained,4,1,40,component_accuracy,shuffled,0.5390625,128
trained,4,1,49,beta_r2,actual,0.6968538761138916,128
trained,4,1,49,beta_r2,shuffled,-0.20981058478355408,128
trained,4,1,49,component_accuracy,actual,0.96875,128
trained,4,1,49,component_accuracy,shuffled,0.546875,128
trained,4,2,5,beta_r2,actual,0.7000675797462463,128
trained,4,2,5,beta_r2,shuffled,-0.23036769032478333,128
trained,4,2,5,component_accuracy,actual,0.9921875,128
trained,4,2,5,component_accuracy,shuffled,0.515625,128
trained,4,2,10,beta_r2,actual,0.7731901407241821,128
trained,4,2,10,beta_r2,shuffled,-0.21213434636592865,128
trained,4,2,10,component_accuracy,actual,0.984375,128
trained,4,2,10,component_accuracy,shuffled,0.515625,128
trained,4,2,20,beta_r2,actual,0.7482038736343384,128
trained,4,2,20,beta_r2,shuffled,-0.1920551061630249,128
trained,4,2,20,component_accuracy,actual,0.9609375,128
trained,4,2,20,component_accuracy,shuffled,0.5234375,128
trained,4,2,30,beta_r2,actual,0.7716236710548401,128
trained,4,2,30,beta_r2,shuffled,-0.2334584891796112,128
trained,4,2,30,component_accuracy,actual,0.96875,128
trained,4,2,30,component_accuracy,shuffled,0.546875,128
trained,4,2,40,beta_r2,actual,0.7189652323722839,128
trained,4,2,40,beta_r2,shuffled,-0.18440763652324677,128
trained,4,2,40,component_accuracy,actual,0.9921875,128
trained,4,2,40,component_accuracy,shuffled,0.546875,128
trained,4,2,49,beta_r2,actual,0.7004073262214661,128
trained,4,2,49,beta_r2,shuffled,-0.06983478367328644,128
trained,4,2,49,component_accuracy,actual,0.9765625,128
trained,4,2,49,component_accuracy,shuffled,0.40625,128
trained,4,3,5,beta_r2,actual,0.8407871127128601,128
trained,4,3,5,beta_r2,shuffled,-0.4572252929210663,128
trained,4,3,5,component_accuracy,actual,1.0,128
trained,4,3,5,component_accuracy,shuffled,0.5546875,128
trained,4,3,10,beta_r2,actual,0.874545156955719,128
trained,4,3,10,beta_r2,shuffled,-0.332353413105011,128
trained,4,3,10,component_accuracy,actual,1.0,128
trained,4,3,10,component_accuracy,shuffled,0.484375,128
trained,4,3,20,beta_r2,actual,0.8633540272712708,128
trained,4,3,20,beta_r2,shuffled,-0.205619677901268,128
trained,4,3,20,component_accuracy,actual,0.984375,128
trained,4,3,20,component_accuracy,shuffled,0.4453125,128
trained,4,3,30,beta_r2,actual,0.8843820095062256,128
trained,4,3,30,beta_r2,shuffled,-0.2621178925037384,128
trained,4,3,30,component_accuracy,actual,0.9921875,128
trained,4,3,30,component_accuracy,shuffled,0.453125,128
trained,4,3,40,beta_r2,actual,0.8740592002868652,128
trained,4,3,40,beta_r2,shuffled,-0.23151542246341705,128
trained,4,3,40,component_accuracy,actual,1.0,128
trained,4,3,40,component_accuracy,shuffled,0.40625,128
trained,4,3,49,beta_r2,actual,0.8410667777061462,128
trained,4,3,49,beta_r2,shuffled,-0.19752004742622375,128
trained,4,3,49,component_accuracy,actual,0.9765625,128
trained,4,3,49,component_accuracy,shuffled,0.5078125,128
trained,4,4,5,beta_r2,actual,0.9320421814918518,128
trained,4,4,5,beta_r2,shuffled,-0.4775386452674866,128
trained,4,4,5,component_accuracy,actual,1.0,128
trained,4,4,5,component_accuracy,shuffled,0.53125,128
trained,4,4,10,beta_r2,actual,0.9328190088272095,128
trained,4,4,10,beta_r2,shuffled,-0.1844531148672104,128
trained,4,4,10,component_accuracy,actual,0.9921875,128
trained,4,4,10,component_accuracy,shuffled,0.6015625,128
trained,4,4,20,beta_r2,actual,0.9528099894523621,128
trained,4,4,20,beta_r2,shuffled,-0.2731828987598419,128
trained,4,4,20,component_accuracy,actual,1.0,128
trained,4,4,20,component_accuracy,shuffled,0.5078125,128
trained,4,4,30,beta_r2,actual,0.9598953723907471,128
trained,4,4,30,beta_r2,shuffled,-0.1213352382183075,128
trained,4,4,30,component_accuracy,actual,1.0,128
trained,4,4,30,component_accuracy,shuffled,0.4921875,128
trained,4,4,40,beta_r2,actual,0.9592262506484985,128
trained,4,4,40,beta_r2,shuffled,-0.372518926858902,128
trained,4,4,40,component_accuracy,actual,1.0,128
trained,4,4,40,component_accuracy,shuffled,0.5546875,128
trained,4,4,49,beta_r2,actual,0.9311693906784058,128
trained,4,4,49,beta_r2,shuffled,-0.42341774702072144,128
trained,4,4,49,component_accuracy,actual,0.9765625,128
trained,4,4,49,component_accuracy,shuffled,0.453125,128
trained,4,5,5,beta_r2,actual,0.92900151014328,128
trained,4,5,5,beta_r2,shuffled,-0.3630467653274536,128
trained,4,5,5,component_accuracy,actual,1.0,128
trained,4,5,5,component_accuracy,shuffled,0.4765625,128
trained,4,5,10,beta_r2,actual,0.933962345123291,128
trained,4,5,10,beta_r2,shuffled,-0.4443415701389313,128
trained,4,5,10,component_accuracy,actual,0.9921875,128
trained,4,5,10,component_accuracy,shuffled,0.4765625,128
trained,4,5,20,beta_r2,actual,0.965813159942627,128
trained,4,5,20,beta_r2,shuffled,-0.5369309186935425,128
trained,4,5,20,component_accuracy,actual,1.0,128
trained,4,5,20,component_accuracy,shuffled,0.4140625,128
trained,4,5,30,beta_r2,actual,0.9733967185020447,128
trained,4,5,30,beta_r2,shuffled,-0.5180041193962097,128
trained,4,5,30,component_accuracy,actual,1.0,128
trained,4,5,30,component_accuracy,shuffled,0.5625,128
trained,4,5,40,beta_r2,actual,0.9680971503257751,128
trained,4,5,40,beta_r2,shuffled,-0.40699827671051025,128
trained,4,5,40,component_accuracy,actual,1.0,128
trained,4,5,40,component_accuracy,shuffled,0.53125,128
trained,4,5,49,beta_r2,actual,0.9401578307151794,128
trained,4,5,49,beta_r2,shuffled,-0.5290838479995728,128
trained,4,5,49,component_accuracy,actual,0.984375,128
trained,4,5,49,component_accuracy,shuffled,0.5,128
trained,4,6,5,beta_r2,actual,0.8875860571861267,128
trained,4,6,5,beta_r2,shuffled,-0.3045753240585327,128
trained,4,6,5,component_accuracy,actual,1.0,128
trained,4,6,5,component_accuracy,shuffled,0.484375,128
trained,4,6,10,beta_r2,actual,0.884403645992279,128
trained,4,6,10,beta_r2,shuffled,-0.2366519719362259,128
trained,4,6,10,component_accuracy,actual,0.9921875,128
trained,4,6,10,component_accuracy,shuffled,0.5,128
trained,4,6,20,beta_r2,actual,0.9312421679496765,128
trained,4,6,20,beta_r2,shuffled,-0.29479312896728516,128
trained,4,6,20,component_accuracy,actual,1.0,128
trained,4,6,20,component_accuracy,shuffled,0.4921875,128
trained,4,6,30,beta_r2,actual,0.9490312933921814,128
trained,4,6,30,beta_r2,shuffled,-0.31515446305274963,128
trained,4,6,30,component_accuracy,actual,1.0,128
trained,4,6,30,component_accuracy,shuffled,0.5078125,128
trained,4,6,40,beta_r2,actual,0.9465357661247253,128
trained,4,6,40,beta_r2,shuffled,-0.266263484954834,128
trained,4,6,40,component_accuracy,actual,1.0,128
trained,4,6,40,component_accuracy,shuffled,0.5078125,128
trained,4,6,49,beta_r2,actual,0.9065725803375244,128
trained,4,6,49,beta_r2,shuffled,-0.24333924055099487,128
trained,4,6,49,component_accuracy,actual,0.984375,128
trained,4,6,49,component_accuracy,shuffled,0.4375,128
raw_input,4,-1,5,beta_r2,actual,0.036467164754867554,128
raw_input,4,-1,5,beta_r2,shuffled,-0.02145860344171524,128
raw_input,4,-1,5,component_accuracy,actual,0.5546875,128
raw_input,4,-1,5,component_accuracy,shuffled,0.6015625,128
raw_input,4,-1,10,beta_r2,actual,-0.024466916918754578,128
raw_input,4,-1,10,beta_r2,shuffled,-0.04748830944299698,128
raw_input,4,-1,10,component_accuracy,actual,0.546875,128
raw_input,4,-1,10,component_accuracy,shuffled,0.40625,128
raw_input,4,-1,20,beta_r2,actual,-0.05502762645483017,128
raw_input,4,-1,20,beta_r2,shuffled,-0.05247539281845093,128
raw_input,4,-1,20,component_accuracy,actual,0.5078125,128
raw_input,4,-1,20,component_accuracy,shuffled,0.5859375,128
raw_input,4,-1,30,beta_r2,actual,-0.024551568552851677,128
raw_input,4,-1,30,beta_r2,shuffled,-0.055334653705358505,128
raw_input,4,-1,30,component_accuracy,actual,0.5234375,128
raw_input,4,-1,30,component_accuracy,shuffled,0.453125,128
raw_input,4,-1,40,beta_r2,actual,0.009385744109749794,128
raw_input,4,-1,40,beta_r2,shuffled,-0.06264486908912659,128
raw_input,4,-1,40,component_accuracy,actual,0.5234375,128
raw_input,4,-1,40,component_accuracy,shuffled,0.5078125,128
raw_input,4,-1,49,beta_r2,actual,0.04019586369395256,128
raw_input,4,-1,49,beta_r2,shuffled,-0.022911103442311287,128
raw_input,4,-1,49,component_accuracy,actual,0.546875,128
raw_input,4,-1,49,component_accuracy,shuffled,0.53125,128
untrained,4,0,5,beta_r2,actual,0.030263612046837807,128
untrained,4,0,5,beta_r2,shuffled,-0.0822756364941597,128
untrained,4,0,5,component_accuracy,actual,0.5703125,128
untrained,4,0,5,component_accuracy,shuffled,0.5390625,128
untrained,4,0,10,beta_r2,actual,-0.02059265784919262,128
untrained,4,0,10,beta_r2,shuffled,-0.05957192927598953,128
untrained,4,0,10,component_accuracy,actual,0.53125,128
untrained,4,0,10,component_accuracy,shuffled,0.46875,128
untrained,4,0,20,beta_r2,actual,-0.056572433561086655,128
untrained,4,0,20,beta_r2,shuffled,-0.03541327640414238,128
untrained,4,0,20,component_accuracy,actual,0.5078125,128
untrained,4,0,20,component_accuracy,shuffled,0.5,128
untrained,4,0,30,beta_r2,actual,-0.03209691122174263,128
untrained,4,0,30,beta_r2,shuffled,-0.0919039398431778,128
untrained,4,0,30,component_accuracy,actual,0.53125,128
untrained,4,0,30,component_accuracy,shuffled,0.515625,128
untrained,4,0,40,beta_r2,actual,0.013458040542900562,128
untrained,4,0,40,beta_r2,shuffled,-0.022519294172525406,128
untrained,4,0,40,component_accuracy,actual,0.59375,128
untrained,4,0,40,component_accuracy,shuffled,0.484375,128
untrained,4,0,49,beta_r2,actual,0.02000930905342102,128
untrained,4,0,49,beta_r2,shuffled,-0.04395001009106636,128
untrained,4,0,49,component_accuracy,actual,0.5390625,128
untrained,4,0,49,component_accuracy,shuffled,0.53125,128
untrained,4,1,5,beta_r2,actual,0.06495939195156097,128
untrained,4,1,5,beta_r2,shuffled,-0.05559460446238518,128
untrained,4,1,5,component_accuracy,actual,0.5703125,128
untrained,4,1,5,component_accuracy,shuffled,0.59375,128
untrained,4,1,10,beta_r2,actual,0.012928253971040249,128
untrained,4,1,10,beta_r2,shuffled,0.007370721083134413,128
untrained,4,1,10,component_accuracy,actual,0.5390625,128
untrained,4,1,10,component_accuracy,shuffled,0.6015625,128
untrained,4,1,20,beta_r2,actual,-0.017116865143179893,128
untrained,4,1,20,beta_r2,shuffled,-0.07920671999454498,128
untrained,4,1,20,component_accuracy,actual,0.5078125,128
untrained,4,1,20,component_accuracy,shuffled,0.4609375,128
untrained,4,1,30,beta_r2,actual,0.009043448604643345,128
untrained,4,1,30,beta_r2,shuffled,-0.07223041355609894,128
untrained,4,1,30,component_accuracy,actual,0.5390625,128
untrained,4,1,30,component_accuracy,shuffled,0.53125,128
untrained,4,1,40,beta_r2,actual,0.04283042624592781,128
untrained,4,1,40,beta_r2,shuffled,-0.04839140176773071,128
untrained,4,1,40,component_accuracy,actual,0.59375,128
untrained,4,1,40,component_accuracy,shuffled,0.5625,128
